-76.025707,6.275045,1269.316080
-75.992277,6.286808,1202.343966
-76.078095,6.306268,1210.060197
-76.067944,6.264416,1274.542178
-75.948989,6.264507,1211.260132
-75.900890,6.295176,1250.751657
-76.000559,6.273946,1246.133356
-75.926967,6.274396,1241.195561
-76.078939,6.294772,1224.988695
-76.077427,6.264309,1207.334368
-75.940212,6.284445,1270.247759
-76.082284,6.288047,1215.153021
-75.973445,6.298344,1249.120182
-76.038919,6.296080,1254.037227
-76.044689,6.304133,1258.313344
-76.050231,6.275243,1299.800957
-76.008978,6.309466,1217.482334
-76.044118,6.312498,1237.291696
-75.951468,6.304586,1248.706842
-76.012586,6.268708,1246.970460
-76.036142,6.276431,1224.159724
-75.901681,6.263784,1219.227870
-75.980157,6.272685,1215.547461
-76.096156,6.266249,1269.549992
-76.052727,6.304366,1279.638796
-76.038517,6.265769,1260.496992
-75.975979,6.304426,1210.712100
-76.027624,6.288247,1252.213849
-75.944603,6.277976,1296.240325
-76.009472,6.299906,1202.489688
-75.914554,6.294609,1213.152959
-75.939629,6.291152,1285.611537
-75.950375,6.278946,1230.829425
-75.947776,6.310371,1274.793674
-76.033532,6.311038,1257.374562
-75.989243,6.299241,1218.039361
-75.976488,6.301401,1254.271494
-75.904222,6.301600,1297.914774
-76.050315,6.292798,1231.290941
-75.973965,6.277859,1249.477143
-76.000666,6.301772,1253.252418
-76.045452,6.312746,1214.290260
-76.012724,6.299079,1290.840513
-76.052632,6.293430,1266.934525
-75.919006,6.272787,1223.622494
-76.051757,6.282661,1249.465711
-76.071522,6.310532,1209.651292
-76.015588,6.279474,1273.821886
-75.910332,6.294675,1213.829971
-76.087517,6.283514,1220.062223
-76.012138,6.267134,1273.644783
-75.975885,6.281353,1289.571073
-76.027638,6.299730,1226.651666
-75.962755,6.276965,1207.502821
-75.964143,6.298969,1215.387705
-75.982834,6.282890,1295.005447
-75.998817,6.311996,1286.074955
-76.040780,6.264040,1271.928794
-75.996578,6.312455,1226.789320
-75.964420,6.298121,1243.270510
-76.057462,6.264469,1206.269646
-75.912629,6.300721,1237.233193
-75.977776,6.266832,1273.369760
-75.967815,6.283576,1283.687745
-76.077571,6.262969,1266.635558
-76.098474,6.270251,1251.040251
-75.961296,6.304057,1246.319923
-76.058300,6.280464,1204.902524
-75.928081,6.270506,1250.023954
-76.046610,6.274957,1229.106140
-76.080079,6.311645,1201.040611
-75.992373,6.269908,1230.377308
-76.081176,6.285286,1222.981445
-76.036860,6.280437,1242.659194
-75.966629,6.275425,1258.037669
-76.029678,6.292836,1206.512966
-76.032724,6.287154,1240.824894
-75.974426,6.264662,1240.946915
-76.053368,6.266932,1246.524823
-75.966545,6.281934,1258.473036
-75.983626,6.296255,1224.666963
-75.946038,6.267156,1229.488126
-76.089335,6.293334,1267.228262
-76.047007,6.279281,1224.603376
-75.923173,6.263181,1264.846889
-75.909726,6.284944,1251.821247
-76.029392,6.298138,1269.975998
-75.952671,6.291751,1268.298931
-75.966862,6.267465,1259.399740
-76.075348,6.303959,1222.204721
-75.939031,6.265169,1269.761025
-75.970424,6.268062,1296.830329
-76.075084,6.286525,1272.301561
-76.082866,6.311870,1205.075365
-76.003283,6.279308,1233.468485
-75.925523,6.272480,1202.989112
-75.955273,6.279376,1279.484322
-75.978823,6.277463,1207.801304
-75.982617,6.300189,1274.073775
-75.988916,6.308027,1206.289920
